city,region,storage_time,time_since_cooking,storage_condition,container_type,food_type,moisture_type,cooking_method,texture,smell,freshness_level
Kochi,South,5.8,6.37,outside,open,Non-Vegetarian,dry,baked,firm,strong,Spoiled
Kolkata,East,17.3,2.85,outside,closed,Dairy,dry,steamed,soft,slight,Spoiled
Patna,East,0.0,4.05,outside,closed,Bakery,wet,fried,crispy,strong,Medium
Indore,Central,16.4,0.9,outside,open,Seafood,dry,steamed,soft,slight,Spoiled
Patna,East,0.0,2.01,refrigerated,plastic,Non-Vegetarian,wet,fried,soft,neutral,Fresh
Nagpur,Central,17.9,5.32,outside,closed,Dairy,dry,baked,moist,fermented,Spoiled
Nagpur,Central,11.0,2.66,refrigerated,plastic,Non-Vegetarian,semi-wet,baked,dry,sour,Spoiled
Guwahati,NorthEast,12.9,5.05,refrigerated,open,Non-Vegetarian,semi-wet,boiled,soft,strong,Medium
Guwahati,NorthEast,27.1,1.78,outside,plastic,Seafood,dry,steamed,soft,strong,Spoiled
Nagpur,Central,17.4,1.81,refrigerated,closed,Bakery,wet,steamed,soggy,sour,Spoiled
Guwahati,East,29.0,0.86,outside,metal,Vegetarian,wet,steamed,dry,slight,Spoiled
Guwahati,NorthEast,8.5,1.63,outside,open,Vegetarian,wet,baked,crispy,strong,Spoiled
Shillong,NorthEast,3.9,3.73,refrigerated,metal,Non-Vegetarian,wet,baked,dry,slight,Fresh
Kolkata,East,0.0,2.12,outside,closed,Dairy,wet,baked,dry,slight,Medium
Hyderabad,South,6.6,0.06,refrigerated,metal,Bakery,wet,boiled,soft,sour,Fresh
Lucknow,North,0.0,5.08,refrigerated,closed,Seafood,dry,fried,moist,sour,Fresh
Goa,West,21.2,0.8,refrigerated,closed,Bakery,semi-wet,steamed,soggy,slight,Fresh
Guwahati,NorthEast,10.8,4.97,refrigerated,closed,Non-Vegetarian,semi-wet,baked,firm,fermented,Medium
Mumbai,West,8.0,4.86,refrigerated,plastic,Non-Vegetarian,wet,boiled,crispy,sour,Spoiled
Nagpur,Central,7.1,3.56,outside,open,Bakery,semi-wet,steamed,soft,fermented,Spoiled
Imphal,NorthEast,20.7,2.26,outside,closed,Dairy,dry,fried,moist,strong,Spoiled
Mumbai,West,23.0,3.77,refrigerated,closed,Bakery,dry,steamed,soggy,slight,Fresh
Mumbai,West,10.7,3.38,refrigerated,metal,Seafood,wet,boiled,firm,neutral,Medium
Nagpur,Central,12.8,5.15,outside,metal,Seafood,dry,fried,soft,neutral,Medium
Delhi,North,27.4,1.93,refrigerated,plastic,Bakery,wet,boiled,soggy,fermented,Spoiled
Lucknow,North,13.1,1.03,outside,metal,Non-Vegetarian,semi-wet,fried,crispy,fermented,Spoiled
Raipur,Central,17.8,5.04,outside,plastic,Seafood,wet,steamed,dry,strong,Spoiled
Ahmedabad,West,7.4,5.9,outside,open,Vegetarian,dry,boiled,soft,sour,Spoiled
Delhi,North,14.8,1.19,outside,closed,Non-Vegetarian,semi-wet,fried,firm,neutral,Medium
Lucknow,North,6.0,1.35,outside,plastic,Vegetarian,wet,baked,crispy,strong,Spoiled
Raipur,Central,0.0,4.98,outside,closed,Dairy,dry,fried,moist,strong,Medium
Goa,West,15.6,7.39,refrigerated,closed,Bakery,dry,boiled,soft,slight,Medium
Nagpur,Central,27.3,3.78,outside,closed,Vegetarian,semi-wet,baked,dry,slight,Spoiled
Madurai,South,0.0,4.66,outside,metal,Dairy,semi-wet,baked,firm,slight,Medium
Ahmedabad,West,9.7,1.67,outside,open,Non-Vegetarian,semi-wet,boiled,dry,neutral,Spoiled
Kolkata,East,8.5,2.21,refrigerated,open,Non-Vegetarian,wet,boiled,firm,sour,Spoiled
Goa,West,10.8,4.19,outside,metal,Vegetarian,wet,fried,moist,sour,Spoiled
Pune,South,9.8,0.15,outside,metal,Bakery,wet,steamed,dry,slight,Medium
Kolkata,East,15.5,7.35,outside,plastic,Seafood,semi-wet,steamed,firm,neutral,Spoiled
Bhopal,Central,6.0,2.72,refrigerated,closed,Non-Vegetarian,dry,steamed,soggy,neutral,Fresh
Shillong,NorthEast,0.0,2.39,refrigerated,open,Seafood,dry,boiled,firm,fermented,Medium
Guwahati,NorthEast,18.1,2.65,outside,plastic,Vegetarian,wet,baked,soft,strong,Spoiled
Goa,West,7.4,3.72,refrigerated,metal,Bakery,dry,fried,soggy,neutral,Fresh
Goa,West,7.7,1.35,refrigerated,open,Vegetarian,wet,fried,crispy,slight,Fresh
Madurai,South,10.7,2.54,outside,open,Seafood,wet,boiled,firm,sour,Spoiled
Nagpur,Central,7.4,1.26,outside,closed,Bakery,dry,boiled,soft,slight,Medium
Chandigarh,North,0.0,4.68,refrigerated,plastic,Non-Vegetarian,dry,fried,soft,neutral,Fresh
Kolkata,East,0.0,3.59,refrigerated,open,Bakery,wet,boiled,soggy,slight,Medium
Goa,West,0.0,3.7,refrigerated,open,Seafood,semi-wet,boiled,dry,neutral,Fresh
Lucknow,North,29.5,0.8,refrigerated,plastic,Bakery,dry,steamed,moist,strong,Medium
Chennai,South,27.7,1.03,refrigerated,closed,Vegetarian,wet,steamed,moist,neutral,Medium
Shillong,NorthEast,17.9,3.63,outside,plastic,Dairy,wet,steamed,crispy,fermented,Spoiled
Goa,West,12.4,1.33,refrigerated,plastic,Dairy,semi-wet,boiled,soft,sour,Spoiled
Pune,South,7.0,5.59,refrigerated,closed,Dairy,semi-wet,boiled,soggy,fermented,Medium
Hyderabad,South,17.6,1.49,refrigerated,open,Vegetarian,dry,fried,firm,strong,Medium
Srinagar,North,13.3,1.27,refrigerated,metal,Dairy,semi-wet,baked,crispy,fermented,Medium
Ahmedabad,West,26.9,5.54,refrigerated,open,Seafood,dry,fried,soggy,sour,Spoiled
Srinagar,North,5.8,3.13,refrigerated,plastic,Dairy,semi-wet,boiled,soggy,strong,Medium
Bhopal,Central,6.6,2.55,outside,plastic,Vegetarian,wet,fried,moist,neutral,Spoiled
Chandigarh,North,9.9,0.62,outside,closed,Vegetarian,semi-wet,steamed,crispy,strong,Spoiled
Bhubaneswar,East,0.5,6.83,outside,plastic,Seafood,wet,steamed,soggy,sour,Spoiled
Chandigarh,North,16.6,0.56,outside,plastic,Dairy,semi-wet,baked,firm,sour,Spoiled
Chennai,South,13.2,1.53,outside,metal,Vegetarian,semi-wet,fried,crispy,sour,Spoiled
Mumbai,West,9.4,0.66,outside,open,Seafood,wet,boiled,soft,neutral,Spoiled
Shillong,NorthEast,19.6,2.04,refrigerated,metal,Vegetarian,semi-wet,fried,crispy,slight,Fresh
Shillong,NorthEast,26.2,1.72,outside,plastic,Vegetarian,wet,fried,firm,sour,Spoiled
Guwahati,East,0.0,2.7,outside,closed,Dairy,dry,boiled,soggy,fermented,Spoiled
Surat,West,1.1,0.23,refrigerated,closed,Vegetarian,dry,steamed,dry,sour,Fresh
Bhubaneswar,East,6.1,1.54,refrigerated,metal,Vegetarian,wet,fried,soggy,neutral,Fresh
Srinagar,North,12.1,1.91,outside,open,Bakery,dry,fried,dry,fermented,Spoiled
Kolkata,East,22.7,0.43,outside,closed,Vegetarian,semi-wet,boiled,dry,sour,Spoiled
Jaipur,North,15.0,10.51,refrigerated,open,Bakery,wet,boiled,crispy,sour,Spoiled
Lucknow,North,15.0,0.34,refrigerated,open,Non-Vegetarian,semi-wet,baked,soggy,fermented,Medium
Shillong,NorthEast,0.0,0.86,refrigerated,plastic,Bakery,semi-wet,baked,moist,sour,Medium
Shillong,NorthEast,11.0,7.3,outside,plastic,Bakery,semi-wet,fried,soggy,neutral,Spoiled
Nagpur,Central,3.6,1.03,outside,closed,Dairy,wet,baked,crispy,neutral,Medium
Mumbai,West,4.4,0.12,outside,plastic,Non-Vegetarian,dry,steamed,moist,strong,Medium
Indore,Central,7.6,3.16,outside,open,Seafood,semi-wet,boiled,dry,slight,Spoiled
Nagpur,Central,22.3,2.82,refrigerated,open,Seafood,wet,baked,soggy,sour,Spoiled
Kolkata,East,18.4,1.5,refrigerated,open,Non-Vegetarian,dry,baked,crispy,fermented,Medium
Kochi,South,12.2,8.72,refrigerated,open,Seafood,semi-wet,steamed,dry,fermented,Spoiled
Hyderabad,South,15.2,2.96,refrigerated,metal,Seafood,wet,steamed,moist,neutral,Medium
Srinagar,North,30.4,2.2,outside,open,Vegetarian,wet,fried,dry,slight,Spoiled
Patna,East,0.0,5.0,refrigerated,metal,Vegetarian,semi-wet,baked,firm,strong,Fresh
Raipur,Central,21.9,1.53,outside,metal,Bakery,wet,baked,dry,sour,Spoiled
Guwahati,NorthEast,16.9,2.47,refrigerated,metal,Non-Vegetarian,dry,baked,moist,fermented,Medium
Madurai,South,1.7,2.5,outside,metal,Vegetarian,dry,baked,firm,fermented,Spoiled
Bengaluru,South,5.7,5.58,refrigerated,closed,Dairy,dry,steamed,soggy,neutral,Fresh
Ahmedabad,West,23.6,1.94,outside,open,Bakery,semi-wet,baked,dry,sour,Spoiled
Surat,West,3.6,3.32,refrigerated,metal,Dairy,wet,baked,crispy,fermented,Medium
Goa,West,12.8,7.23,refrigerated,plastic,Seafood,wet,boiled,soggy,sour,Spoiled
Ahmedabad,West,12.4,2.99,refrigerated,metal,Dairy,dry,boiled,firm,slight,Fresh
Bengaluru,South,0.0,4.96,refrigerated,closed,Bakery,dry,fried,soft,sour,Fresh
Mumbai,West,11.9,7.36,refrigerated,plastic,Dairy,dry,baked,soft,neutral,Medium
Patna,East,0.0,2.04,outside,metal,Dairy,dry,baked,soft,strong,Medium
Madurai,South,23.6,3.21,outside,metal,Non-Vegetarian,dry,baked,moist,sour,Spoiled
Shillong,NorthEast,1.1,6.48,refrigerated,open,Non-Vegetarian,semi-wet,boiled,crispy,strong,Medium
Shillong,NorthEast,20.1,6.03,outside,metal,Seafood,semi-wet,steamed,soft,neutral,Spoiled
Surat,West,30.4,6.65,outside,open,Non-Vegetarian,wet,baked,moist,sour,Spoiled
Patna,East,2.8,1.57,refrigerated,closed,Non-Vegetarian,dry,baked,soggy,slight,Fresh
Jaipur,North,28.0,4.15,outside,open,Non-Vegetarian,wet,boiled,soft,strong,Spoiled
Bhubaneswar,East,19.0,0.34,refrigerated,open,Non-Vegetarian,wet,fried,crispy,neutral,Fresh
Imphal,NorthEast,0.0,6.09,outside,plastic,Seafood,semi-wet,steamed,crispy,strong,Spoiled
Srinagar,North,6.4,0.74,outside,closed,Bakery,dry,fried,soft,neutral,Fresh
Raipur,Central,1.5,4.75,refrigerated,metal,Bakery,wet,fried,soggy,fermented,Medium
Surat,West,6.8,2.51,refrigerated,metal,Dairy,wet,baked,firm,neutral,Fresh
Hyderabad,South,0.5,3.14,refrigerated,open,Non-Vegetarian,dry,baked,dry,neutral,Fresh
Bhubaneswar,East,8.8,1.91,refrigerated,open,Bakery,dry,fried,dry,slight,Fresh
Delhi,North,1.0,1.54,refrigerated,plastic,Dairy,wet,baked,soft,neutral,Fresh
Delhi,North,15.0,2.59,outside,open,Non-Vegetarian,wet,boiled,dry,strong,Spoiled
Bhopal,Central,6.8,1.49,outside,open,Seafood,wet,fried,crispy,sour,Spoiled
Chandigarh,North,12.7,1.87,outside,metal,Seafood,semi-wet,fried,crispy,fermented,Spoiled
Delhi,North,13.4,2.27,refrigerated,closed,Dairy,wet,fried,crispy,strong,Medium
Mumbai,West,23.8,0.12,refrigerated,plastic,Bakery,semi-wet,boiled,soggy,neutral,Fresh
Bhubaneswar,East,7.8,0.78,refrigerated,open,Bakery,wet,baked,soggy,neutral,Medium
Patna,East,3.4,3.23,outside,closed,Vegetarian,dry,boiled,dry,sour,Spoiled
Delhi,North,20.2,1.44,outside,open,Bakery,dry,steamed,dry,slight,Spoiled
Bhopal,Central,28.3,0.09,outside,plastic,Seafood,dry,baked,crispy,fermented,Spoiled
Guwahati,East,0.0,1.14,refrigerated,plastic,Vegetarian,semi-wet,fried,dry,fermented,Medium
Bengaluru,South,8.1,1.91,outside,open,Vegetarian,semi-wet,boiled,moist,strong,Spoiled
Indore,Central,1.1,3.41,refrigerated,open,Vegetarian,semi-wet,baked,dry,slight,Fresh
Shillong,NorthEast,31.1,0.9,outside,closed,Dairy,dry,boiled,crispy,neutral,Spoiled
Surat,West,27.8,2.06,refrigerated,closed,Seafood,semi-wet,boiled,soft,neutral,Medium
Imphal,NorthEast,0.0,6.48,refrigerated,open,Seafood,dry,steamed,soft,sour,Medium
Delhi,North,15.6,1.05,outside,metal,Vegetarian,dry,fried,crispy,slight,Medium
Bengaluru,South,21.6,3.37,refrigerated,open,Seafood,semi-wet,steamed,moist,neutral,Medium
Indore,Central,20.2,5.01,refrigerated,closed,Dairy,semi-wet,steamed,soggy,fermented,Medium
Indore,Central,23.9,4.21,refrigerated,closed,Bakery,semi-wet,fried,firm,sour,Medium
Guwahati,NorthEast,6.8,0.61,outside,plastic,Non-Vegetarian,dry,steamed,soft,sour,Spoiled
Goa,West,30.0,4.36,outside,metal,Dairy,dry,boiled,soft,sour,Spoiled
Goa,West,27.7,0.55,refrigerated,open,Seafood,semi-wet,steamed,soggy,slight,Medium
Patna,East,9.9,3.05,refrigerated,open,Dairy,wet,fried,firm,slight,Medium
Indore,Central,11.1,2.66,refrigerated,plastic,Bakery,dry,fried,soft,slight,Fresh
Raipur,Central,5.3,8.88,refrigerated,plastic,Dairy,wet,fried,soft,slight,Medium
Shillong,NorthEast,10.7,0.81,refrigerated,metal,Non-Vegetarian,dry,baked,soft,neutral,Fresh
Indore,Central,20.6,4.21,outside,metal,Vegetarian,dry,boiled,crispy,neutral,Spoiled
Shillong,NorthEast,20.0,2.49,refrigerated,open,Dairy,dry,baked,soft,sour,Spoiled
Ahmedabad,West,39.2,4.54,refrigerated,closed,Seafood,semi-wet,fried,moist,fermented,Medium
Shillong,NorthEast,12.7,2.89,refrigerated,open,Bakery,dry,steamed,moist,strong,Medium
Madurai,South,1.3,5.92,outside,metal,Non-Vegetarian,dry,fried,crispy,fermented,Spoiled
Kolkata,East,14.0,2.05,refrigerated,plastic,Bakery,dry,baked,soggy,fermented,Spoiled
Guwahati,East,10.4,6.5,outside,closed,Non-Vegetarian,semi-wet,steamed,moist,slight,Spoiled
Delhi,North,11.4,2.33,refrigerated,closed,Non-Vegetarian,dry,baked,moist,strong,Medium
Guwahati,East,5.8,1.56,refrigerated,metal,Vegetarian,dry,boiled,moist,slight,Fresh
Mumbai,West,20.3,0.08,refrigerated,metal,Vegetarian,wet,baked,crispy,slight,Fresh
Chennai,South,13.0,3.59,outside,metal,Vegetarian,semi-wet,baked,crispy,strong,Spoiled
Nagpur,Central,13.5,2.8,refrigerated,plastic,Non-Vegetarian,wet,boiled,soggy,slight,Spoiled
Ahmedabad,West,25.3,2.62,refrigerated,closed,Vegetarian,semi-wet,boiled,soggy,neutral,Medium
Shillong,NorthEast,3.8,1.28,refrigerated,open,Non-Vegetarian,wet,baked,soft,strong,Medium
Imphal,NorthEast,14.3,4.81,outside,plastic,Bakery,wet,baked,dry,neutral,Spoiled
Madurai,South,12.0,3.17,refrigerated,closed,Non-Vegetarian,dry,baked,soggy,fermented,Medium
Raipur,Central,10.8,2.92,refrigerated,closed,Vegetarian,wet,baked,dry,slight,Medium
Delhi,North,37.0,1.72,refrigerated,metal,Non-Vegetarian,semi-wet,fried,moist,slight,Fresh
Surat,West,22.6,1.83,refrigerated,closed,Vegetarian,wet,fried,soggy,strong,Medium
Shillong,NorthEast,9.3,6.68,refrigerated,plastic,Non-Vegetarian,wet,baked,firm,slight,Medium
Goa,West,25.6,1.01,outside,metal,Bakery,dry,baked,soft,sour,Spoiled
Bhubaneswar,East,0.0,1.94,outside,closed,Dairy,semi-wet,fried,soggy,sour,Medium
Chennai,South,4.5,3.01,outside,closed,Vegetarian,wet,fried,soggy,strong,Spoiled
Nagpur,Central,11.1,3.56,outside,open,Vegetarian,dry,boiled,dry,sour,Spoiled
Chennai,South,31.7,3.23,refrigerated,plastic,Dairy,semi-wet,boiled,soggy,sour,Spoiled
Chennai,South,0.0,0.55,outside,closed,Seafood,semi-wet,baked,crispy,neutral,Medium
Imphal,NorthEast,26.4,2.23,refrigerated,plastic,Dairy,dry,boiled,firm,sour,Spoiled
Bengaluru,South,14.2,5.02,outside,open,Non-Vegetarian,semi-wet,boiled,moist,strong,Spoiled
Shillong,NorthEast,0.0,2.39,outside,metal,Bakery,dry,boiled,soft,fermented,Spoiled
Guwahati,NorthEast,0.0,0.01,outside,open,Non-Vegetarian,dry,steamed,moist,strong,Medium
Goa,West,14.7,0.08,outside,metal,Vegetarian,semi-wet,fried,moist,strong,Medium
Imphal,NorthEast,4.7,1.08,outside,closed,Seafood,wet,steamed,soggy,sour,Spoiled
Goa,West,0.0,5.16,outside,closed,Bakery,dry,steamed,soggy,neutral,Medium
Chandigarh,North,0.0,1.01,refrigerated,plastic,Bakery,semi-wet,boiled,crispy,fermented,Medium
Nagpur,Central,15.5,0.42,outside,metal,Non-Vegetarian,dry,boiled,soft,sour,Spoiled
Shillong,NorthEast,4.2,12.19,refrigerated,plastic,Seafood,dry,boiled,moist,fermented,Spoiled
Lucknow,North,2.1,2.9,refrigerated,plastic,Dairy,dry,fried,firm,neutral,Fresh
Indore,Central,7.8,1.6,refrigerated,metal,Bakery,dry,steamed,crispy,strong,Fresh
Guwahati,NorthEast,20.1,1.61,outside,open,Dairy,dry,boiled,soft,neutral,Spoiled
Shillong,NorthEast,21.2,0.12,outside,plastic,Non-Vegetarian,wet,steamed,dry,sour,Spoiled
Kochi,South,28.2,3.47,refrigerated,metal,Seafood,dry,steamed,firm,sour,Spoiled
Shillong,NorthEast,15.9,0.52,refrigerated,closed,Non-Vegetarian,semi-wet,baked,soft,strong,Medium
Jaipur,North,28.0,6.7,outside,closed,Dairy,dry,fried,dry,neutral,Spoiled
Chandigarh,North,0.0,6.14,outside,closed,Vegetarian,dry,steamed,dry,slight,Medium
Imphal,NorthEast,13.7,4.14,refrigerated,closed,Non-Vegetarian,wet,boiled,firm,sour,Spoiled
Lucknow,North,20.6,2.56,outside,metal,Non-Vegetarian,semi-wet,fried,firm,slight,Medium
Jaipur,North,2.1,1.79,refrigerated,open,Dairy,dry,baked,soft,fermented,Medium
Delhi,North,38.8,0.49,refrigerated,plastic,Non-Vegetarian,wet,fried,dry,fermented,Medium
Shillong,NorthEast,14.1,1.37,refrigerated,closed,Seafood,dry,boiled,soggy,strong,Medium
Guwahati,NorthEast,22.7,4.54,refrigerated,closed,Seafood,wet,boiled,firm,strong,Medium
Imphal,NorthEast,18.9,1.91,outside,open,Vegetarian,dry,fried,soggy,slight,Medium
Bhopal,Central,13.0,5.45,outside,closed,Seafood,dry,steamed,firm,fermented,Spoiled
Delhi,North,15.2,2.33,outside,metal,Non-Vegetarian,semi-wet,fried,dry,sour,Spoiled
Imphal,NorthEast,19.2,4.71,outside,open,Vegetarian,wet,steamed,crispy,neutral,Spoiled
Srinagar,North,0.0,0.11,refrigerated,plastic,Bakery,wet,steamed,moist,sour,Medium
Raipur,Central,17.0,3.74,refrigerated,open,Dairy,wet,baked,firm,neutral,Medium
Madurai,South,12.6,6.76,outside,plastic,Bakery,semi-wet,fried,soggy,sour,Spoiled
Chennai,South,0.0,1.08,refrigerated,plastic,Non-Vegetarian,semi-wet,steamed,soggy,sour,Medium
Shillong,NorthEast,3.1,0.86,refrigerated,metal,Seafood,wet,baked,firm,neutral,Fresh
Goa,West,8.3,3.88,refrigerated,metal,Non-Vegetarian,wet,fried,soft,slight,Fresh
Lucknow,North,0.0,3.84,refrigerated,plastic,Dairy,dry,baked,soft,neutral,Fresh
Guwahati,East,0.0,0.23,refrigerated,plastic,Seafood,semi-wet,steamed,soft,sour,Fresh
Guwahati,NorthEast,9.2,3.95,outside,closed,Non-Vegetarian,semi-wet,baked,soft,fermented,Spoiled
Patna,East,3.1,0.76,outside,open,Seafood,wet,baked,firm,neutral,Spoiled
Hyderabad,South,14.3,4.44,outside,plastic,Vegetarian,wet,steamed,crispy,fermented,Spoiled
Ahmedabad,West,10.4,8.44,outside,open,Seafood,wet,steamed,moist,slight,Spoiled
Mumbai,West,12.7,6.69,outside,metal,Seafood,semi-wet,boiled,crispy,fermented,Spoiled
Guwahati,East,15.4,3.88,outside,closed,Bakery,dry,baked,crispy,fermented,Spoiled
Indore,Central,12.7,1.25,refrigerated,plastic,Vegetarian,semi-wet,fried,moist,slight,Fresh
Ahmedabad,West,14.1,0.82,refrigerated,open,Dairy,dry,boiled,dry,slight,Fresh
Lucknow,North,20.2,5.31,refrigerated,open,Bakery,wet,steamed,soft,neutral,Medium
Chennai,South,2.3,5.69,outside,open,Dairy,wet,baked,firm,strong,Spoiled
Raipur,Central,26.2,3.97,outside,plastic,Bakery,wet,steamed,crispy,slight,Spoiled
Bhubaneswar,East,18.3,0.34,refrigerated,open,Non-Vegetarian,wet,boiled,firm,sour,Medium
Kochi,South,18.6,3.59,outside,open,Dairy,wet,baked,moist,fermented,Spoiled
Srinagar,North,22.4,0.34,refrigerated,plastic,Seafood,dry,fried,soggy,fermented,Medium
Guwahati,East,13.9,1.13,refrigerated,metal,Non-Vegetarian,dry,boiled,dry,strong,Fresh
Patna,East,17.2,1.17,refrigerated,open,Non-Vegetarian,wet,boiled,firm,fermented,Spoiled
Chennai,South,17.2,0.49,outside,open,Non-Vegetarian,semi-wet,baked,firm,strong,Spoiled
Shillong,NorthEast,16.3,0.95,outside,open,Dairy,semi-wet,boiled,firm,sour,Spoiled
Hyderabad,South,25.8,0.61,refrigerated,closed,Bakery,dry,fried,crispy,sour,Medium
Goa,West,17.6,3.2,refrigerated,metal,Vegetarian,dry,boiled,soft,sour,Medium
Lucknow,North,10.8,8.21,outside,metal,Dairy,wet,baked,moist,neutral,Spoiled
Surat,West,14.9,1.57,refrigerated,closed,Seafood,wet,baked,moist,fermented,Spoiled
Imphal,NorthEast,19.6,5.36,outside,metal,Bakery,semi-wet,steamed,moist,strong,Spoiled
Nagpur,Central,12.5,0.81,refrigerated,open,Non-Vegetarian,dry,fried,soft,slight,Fresh
Raipur,Central,0.0,0.23,outside,metal,Bakery,dry,baked,soft,neutral,Fresh
Guwahati,NorthEast,0.2,0.18,refrigerated,open,Seafood,wet,steamed,moist,strong,Medium
Kolkata,East,11.8,4.12,refrigerated,closed,Dairy,semi-wet,steamed,firm,slight,Medium
Chennai,South,0.0,0.34,refrigerated,metal,Non-Vegetarian,dry,steamed,firm,neutral,Fresh
Surat,West,0.0,2.02,outside,open,Seafood,dry,boiled,soft,strong,Spoiled
Surat,West,5.2,6.87,refrigerated,closed,Dairy,semi-wet,baked,soggy,strong,Medium
Pune,South,3.2,2.03,refrigerated,open,Non-Vegetarian,dry,baked,firm,strong,Medium
Guwahati,East,1.1,5.54,outside,metal,Non-Vegetarian,dry,fried,firm,fermented,Spoiled
Bhubaneswar,East,5.7,0.93,outside,closed,Non-Vegetarian,dry,steamed,soggy,slight,Medium
Jaipur,North,4.3,1.02,refrigerated,open,Vegetarian,dry,fried,firm,slight,Fresh
Goa,West,14.6,0.92,outside,metal,Non-Vegetarian,wet,fried,soft,strong,Spoiled
Nagpur,Central,11.6,2.37,outside,plastic,Bakery,semi-wet,fried,soft,fermented,Spoiled
Ahmedabad,West,2.1,4.52,outside,metal,Bakery,dry,steamed,soggy,sour,Spoiled
Imphal,NorthEast,12.8,0.51,refrigerated,open,Dairy,semi-wet,boiled,moist,slight,Medium
Nagpur,Central,15.5,4.34,refrigerated,closed,Vegetarian,wet,steamed,soft,strong,Medium
Lucknow,North,25.0,2.59,outside,metal,Vegetarian,dry,baked,soggy,fermented,Spoiled
Bhopal,Central,19.0,2.26,refrigerated,open,Dairy,wet,boiled,soggy,sour,Spoiled
Delhi,North,5.8,1.47,refrigerated,metal,Vegetarian,semi-wet,boiled,soft,strong,Fresh
Pune,South,3.5,4.33,refrigerated,plastic,Bakery,dry,baked,firm,fermented,Medium
Raipur,Central,14.8,7.72,outside,closed,Non-Vegetarian,wet,boiled,dry,fermented,Spoiled
Patna,East,3.5,0.75,outside,plastic,Dairy,dry,boiled,firm,sour,Spoiled
Indore,Central,2.9,2.55,refrigerated,metal,Non-Vegetarian,dry,boiled,firm,fermented,Medium
Bengaluru,South,7.6,2.93,outside,open,Vegetarian,semi-wet,fried,soggy,sour,Spoiled
Guwahati,East,0.0,1.16,refrigerated,plastic,Seafood,semi-wet,baked,firm,neutral,Fresh
Jaipur,North,1.2,0.22,outside,closed,Non-Vegetarian,wet,baked,dry,strong,Medium
Shillong,NorthEast,1.0,5.23,refrigerated,open,Dairy,wet,steamed,dry,sour,Medium
Hyderabad,South,20.8,1.19,outside,plastic,Non-Vegetarian,wet,fried,dry,strong,Spoiled
Imphal,NorthEast,8.1,0.81,outside,plastic,Bakery,dry,baked,soggy,sour,Spoiled
Kolkata,East,8.7,0.08,outside,open,Seafood,semi-wet,steamed,moist,fermented,Spoiled
Nagpur,Central,4.0,2.59,refrigerated,plastic,Dairy,semi-wet,fried,dry,strong,Medium
Mumbai,West,0.5,2.19,refrigerated,plastic,Vegetarian,dry,boiled,crispy,slight,Fresh
Bengaluru,South,24.5,2.43,outside,closed,Seafood,wet,fried,dry,strong,Spoiled
Srinagar,North,23.1,2.88,outside,metal,Bakery,semi-wet,fried,dry,slight,Medium
Bhubaneswar,East,12.4,2.01,outside,open,Vegetarian,wet,baked,moist,strong,Spoiled
Indore,Central,8.6,5.7,outside,open,Bakery,semi-wet,baked,firm,sour,Spoiled
Raipur,Central,22.8,7.24,refrigerated,open,Vegetarian,semi-wet,steamed,soft,neutral,Medium
Chandigarh,North,0.0,2.21,outside,metal,Dairy,semi-wet,baked,soggy,strong,Medium
Hyderabad,South,7.9,4.47,refrigerated,closed,Bakery,semi-wet,baked,soggy,sour,Medium
Kochi,South,7.0,0.01,outside,metal,Vegetarian,semi-wet,baked,crispy,sour,Medium
Indore,Central,9.9,3.2,outside,open,Non-Vegetarian,dry,baked,dry,slight,Spoiled
Hyderabad,South,20.7,1.08,outside,open,Vegetarian,dry,boiled,moist,slight,Spoiled
Jaipur,North,1.5,2.11,refrigerated,metal,Seafood,wet,steamed,dry,fermented,Medium
Shillong,NorthEast,21.2,7.05,refrigerated,metal,Non-Vegetarian,semi-wet,fried,moist,strong,Medium
